geo	series	samn	donor_id	has_samn	has_donor	samn_is_cross	title	characteristics	molecule	instrument	data_processing	library_source	extract_protocol	scprob	lib_size_a3
GSM2072360	GSE78556	SAMN04284324	NA	TRUE	FALSE	TRUE	total RNA-seq from K562 (ENCLB053ZZZ)	line: K562,biomaterial_type: immortalized cell line,description: The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises. ENCODE3 RNA-seq evaluation replicate 1.,biosample encode accession: ENCBS087RNA (SAMN04284324),age: 53 year,dev stage: adult,passage number: 5,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS087RNA at ENCODE; https://www.encodeproject.org/ENCBS087RNA/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0004; http://web.expasy.org/cellosaurus/CVCL_0004,link: ATCC sample source; http://www.atcc.org/Products/All/CCL-243.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,data sheet: https://www.encodeproject.org/documents/7ae25f97-ab0a-448b-b345-cfffd6368c90/@@download/attachment/AmbionMix1Concentrations.tsv, general protocol: https://www.encodeproject.org/documents/c29d2416-adcc-4747-8eef-92a97661ecb8/@@download/attachment/K562_Long_Total_dUTP_2x101_ENCLB053ZZZ_Ging.pdf, data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf	0.02969883098316145	57627327
GSM2072404	GSE78578	SAMN04284315	encdo066aaa	TRUE	TRUE	TRUE	total RNA-seq from thyroid gland (ENCLB206ZZZ)	tissue_type: thyroid gland,biomaterial_type: tissue,description: Human fetal thyroid gland,biosample encode accession: ENCBS078RNA (SAMN04284315),age: 40 week,donor_id: ENCDO066AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS078RNA at ENCODE; https://www.encodeproject.org/ENCBS078RNA/,link: Derived from ENCODE donor ENCDO066AAA; https://www.encodeproject.org/ENCDO066AAA/,link: data sheet; https://www.encodeproject.org/documents/485079bd-32d3-44dd-874a-a8605786eefb/@@download/attachment/B608273.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244265-10	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/bba18d31-cc3d-4ddf-b0bc-c9d487b1090e/@@download/attachment/SID38165.pdf	0.017000080681317625	49045045
GSM2072509	GSE78632	SAMN04284423	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from SK-MEL-5 (ENCLB899IDA)	line: SK-MEL-5,biomaterial_type: immortalized cell line,description: An immortalized malignant melanoma cell line derived from a metastatic axillary node of a 24 year old female.,biosample encode accession: ENCBS524EJL (SAMN04284423),age: 24 year,dev stage: adult,Sex: female,lab: Thomas Gingeras, CSHL,subcellular fraction term name: nucleus,link: ENCBS524EJL at ENCODE; https://www.encodeproject.org/ENCBS524EJL/,link: Derived from ENCODE donor ENCDO338AAA; https://www.encodeproject.org/ENCDO338AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_0527; http://web.expasy.org/cellosaurus/CVCL_0527,link: ATCC sample source; http://www.atcc.org/products/all/HTB-70.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/803a38a9-d1f1-495d-b0f7-d345ae07fd81/@@download/attachment/294190.pdf	0.010390775776109641	44437286
GSM2072557	GSE78656	SAMN04284472	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from SK-N-DZ (ENCLB071UME)	line: SK-N-DZ,biomaterial_type: immortalized cell line,description: An immortalized neuroblastoma (brain) cell line derived from a metastatic site in the bone marrow of a 2 year old female.,biosample encode accession: ENCBS715HTH (SAMN04284472),age: 2 year,dev stage: child,Sex: female,lab: Thomas Gingeras, CSHL,subcellular fraction term name: cytosol,link: ENCBS715HTH at ENCODE; https://www.encodeproject.org/ENCBS715HTH/,link: Derived from ENCODE donor ENCDO340AAA; https://www.encodeproject.org/ENCDO340AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_1701; http://web.expasy.org/cellosaurus/CVCL_1701,link: ATCC sample source; http://www.atcc.org/Products/All/CRL-2149.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/c71b93aa-a575-4147-bf59-144253f6d646/@@download/attachment/293600.pdf	0.024145356077760548	47096505
GSM2072613	GSE78684	SAMN04284452	NA	TRUE	FALSE	TRUE	total RNA-seq from HT-29 (ENCLB951FSA)	line: HT-29,biomaterial_type: immortalized cell line,description: adenocarcinoma colon cells,biosample encode accession: ENCBS605AAA (SAMN04284452),age: 44 year,dev stage: adult,passage number: 3,Sex: female,health state: colorectal adenocarcinoma,lab: Bradley Bernstein, Broad,link: ENCBS605AAA at ENCODE; https://www.encodeproject.org/ENCBS605AAA/,link: Derived from ENCODE donor ENCDO347AAA; https://www.encodeproject.org/ENCDO347AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_0320; http://web.expasy.org/cellosaurus/CVCL_0320,link: ATCC sample source; http://www.atcc.org/products/all/HTB-38.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/e423884e-c120-46af-8a02-dda70aa150ad/@@download/attachment/LID288376.pdf	0.1424775143553564	96703277
GSM2071270	GSE78293	SAMN04284285	encdo064aaa	TRUE	TRUE	TRUE	small RNA-seq from frontal cortex (ENCLB221ZZZ)	tissue_type: frontal cortex,biomaterial_type: tissue,description: Human fetal frontal cortex,biosample encode accession: ENCBS053RNA (SAMN04284285),age: 20 week,donor_id: ENCDO064AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS053RNA at ENCODE; https://www.encodeproject.org/ENCBS053RNA/,link: Derived from ENCODE donor ENCDO064AAA; https://www.encodeproject.org/ENCDO064AAA/,link: data sheet; https://www.encodeproject.org/documents/5f39da43-7e91-4d4c-b555-5084ec0fe1ce/@@download/attachment/B608340.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244051-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/6abb51df-a6fc-43c6-bc49-af5ce63cc9b5/@@download/attachment/SID38476.pdf	0.18572040369704326	26828368
GSM2071356	GSE78347	SAMN04284360	encdo336aaa	TRUE	TRUE	TRUE	single cell RNA-seq from bipolar spindle neuron (ENCLB941VYE)	antibody: Control,cell_type: bipolar spindle neuron,biomaterial_type: in vitro differentiated cells,description: These are bipolar neurons created from iPSC from the PGP1 donor from the Personal Genome Project (PGP).,biosample encode accession: ENCBS374AAA (SAMN04284360),age: 53 year,donor_id: ENCDO336AAA,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS374AAA at ENCODE; https://www.encodeproject.org/ENCBS374AAA/,link: Derived from ENCODE donor ENCDO336AAA; https://www.encodeproject.org/ENCDO336AAA/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Ambion mirVana,extraction protocol: https://www.encodeproject.org/documents/428a184d-7fa1-4599-9d8d-749c2eba7edd/@@download/attachment/cms_055740.pdf, extraction protocol: https://www.encodeproject.org/documents/f0cc5a7f-96a5-4970-9f46-317cc8e2d6a4/@@download/attachment/cms_055423.pdf, general protocol: https://www.encodeproject.org/documents/5f5193b0-0c61-40c6-a286-b1f6d6f0c0da/@@download/attachment/SmartSeqProtocol.pdf	0.49216987593477535	NA
GSM2072386	GSE78569	SAMN04284292	encdo064aaa	TRUE	TRUE	TRUE	total RNA-seq from liver (ENCLB187ZZZ)	tissue_type: liver,biomaterial_type: tissue,description: Human fetal liver,biosample encode accession: ENCBS059RNA (SAMN04284292),age: 20 week,donor_id: ENCDO064AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS059RNA at ENCODE; https://www.encodeproject.org/ENCBS059RNA/,link: Derived from ENCODE donor ENCDO064AAA; https://www.encodeproject.org/ENCDO064AAA/,link: data sheet; https://www.encodeproject.org/documents/47835819-06df-43b4-8556-8db0056513fc/@@download/attachment/A601605.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244149-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/66fd5643-0174-44bf-a9b7-0319aad8c76e/@@download/attachment/SID38142.pdf	0.0069871424940806375	44289942
GSM2072351	GSE78551	SAMN04284326	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from GM12878 (ENCLB037ZZZ)	line: GM12878,biomaterial_type: immortalized cell line,description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus,biosample encode accession: ENCBS089RNA (SAMN04284326),age: unknown,dev stage: adult,Sex: female,health state: unknown,lab: Ali Mortazavi, UCI,link: ENCBS089RNA at ENCODE; https://www.encodeproject.org/ENCBS089RNA/,link: Derived from ENCODE donor ENCDO000AAK; https://www.encodeproject.org/ENCDO000AAK/,link: growth protocol; https://www.encodeproject.org/documents/115993c6-3080-41bb-bb0f-93dec3200d3e/@@download/attachment/Growth_Protocol_for_GM12878_cells_used_for_the_RNA_evaluation.txt,link: ENCODE dbxrefs Cellosaurus CVCL_7526; http://web.expasy.org/cellosaurus/CVCL_7526,link: Coriell sample source; http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=GM12878&PgId=166	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/f680c379-9abe-4d5b-a66a-3eed1545c4e3/@@download/attachment/GM12878_Long_PolyA_dUTP_2x101_ENCLB037ZZZ_Ging.pdf	0	75440707
GSM2072603	GSE78679	SAMN04284314	encdo222aaa	TRUE	TRUE	TRUE	total RNA-seq from hepatocyte (ENCLB615ALX)	cell_type: hepatocyte,biomaterial_type: in vitro differentiated cells,description: Frozen or fixed, in vitro differentiated hepatocyte-like cells from ES WA09 (H9) by the SESCC for use by the ENCODE consortia,biosample encode accession: ENCBS077RUJ (SAMN04284314),age: 5 day,donor_id: ENCDO222AAA,dev stage: embryonic,Sex: female,health state: healthy,lab: Richard Myers, HAIB,link: ENCBS077RUJ at ENCODE; https://www.encodeproject.org/ENCBS077RUJ/,link: Derived from ENCODE donor ENCDO222AAA; https://www.encodeproject.org/ENCDO222AAA/,link: differentiation protocol; https://www.encodeproject.org/documents/c7707280-f681-4c88-9b16-9271082c8b32/@@download/attachment/SESCC_ENCODE_differentiation_SOPs_May30_2014.pdf	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/50dd7adf-e8a2-4a9d-af22-70f67f412795/@@download/attachment/293969.pdf	0.010979076917553973	71717981
GSM2343466	GSE88133	SAMN05896977	encdo793lxb	TRUE	TRUE	TRUE	total RNA-seq from thyroid gland (ENCLB463XDK)	tissue_type: thyroid gland,biomaterial_type: tissue,description: Thyroid aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS207DLU (SAMN05896977),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS207DLU at ENCODE; https://www.encodeproject.org/ENCBS207DLU/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/86b99959-7242-4851-ba3f-cca5b0faa1af/@@download/attachment/296608.pdf	0.004279886586037315	41606434
GSM2071575	GSE78459	SAMN04284451	NA	TRUE	FALSE	TRUE	small RNA-seq from HT-29 (ENCLB927WLV)	line: HT-29,biomaterial_type: immortalized cell line,description: adenocarcinoma colon cells,biosample encode accession: ENCBS604AAA (SAMN04284451),age: 44 year,dev stage: adult,passage number: 3,Sex: female,health state: colorectal adenocarcinoma,lab: Bradley Bernstein, Broad,link: ENCBS604AAA at ENCODE; https://www.encodeproject.org/ENCBS604AAA/,link: Derived from ENCODE donor ENCDO347AAA; https://www.encodeproject.org/ENCDO347AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_0320; http://web.expasy.org/cellosaurus/CVCL_0320,link: ATCC sample source; http://www.atcc.org/products/all/HTB-38.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/34bb9131-4369-4ebb-a212-15cee7f7dc73/@@download/attachment/LID288438.pdf	0.07839640595393593	7813967
GSM2072396	GSE78574	SAMN04284305	encdo067aaa	TRUE	TRUE	TRUE	total RNA-seq from skin of body (ENCLB198ZZZ)	tissue_type: skin of body,biomaterial_type: tissue,description: Human fetal skin of body,biosample encode accession: ENCBS070RNA (SAMN04284305),age: 24 week,donor_id: ENCDO067AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS070RNA at ENCODE; https://www.encodeproject.org/ENCBS070RNA/,link: Derived from ENCODE donor ENCDO067AAA; https://www.encodeproject.org/ENCDO067AAA/,link: data sheet; https://www.encodeproject.org/documents/8177a8bc-b1f4-4135-9b40-812641dbd096/@@download/attachment/B608335.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244218-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/9da6bf88-4841-4583-a382-07ffb568f48d/@@download/attachment/SID38159.pdf	0.020515924964955665	58077459
GSM5670164	GSE188085	SAMN22786064	encdo737wwc	TRUE	TRUE	TRUE	total RNA-seq from HFFc6 (ENCLB775QVD)	line: HFFc6,biomaterial_type: cell line,description: Clonal line 6 derived from hTert immortalized HFF parental line,biosample encode accession: ENCBS252IDB (SAMN22786064),Sex: male,dev stage: newborn,age: 0 year,donor_id: ENCDO737WWC,lab: Job Dekker, UMass,source: Job Dekker,health state: normal,passage number: 27,link: ENCBS252IDB at ENCODE; https://www.encodeproject.org/ENCBS252IDB/,link: Derived from ENCODE donor ENCDO737WWC; https://www.encodeproject.org/ENCDO737WWC/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Animal tissue kit (Norgen Biotek cat#: 25700),extraction protocol: https://www.encodeproject.org/documents/33482357-bcb8-43d0-ac76-d58ff785b710/@@download/attachment/Norgen_Animal-Tissue-RNA-Purification-Kit-Insert-PI25700-8-M14.pdf, general protocol: https://www.encodeproject.org/documents/01a7807d-0d18-4a4a-ac90-f4056a25a681/@@download/attachment/manualE7760_Directional_RNA_library_kit_October30_2018.pdf	0.0048446756879107775	33195435
GSM2072493	GSE78624	SAMN04284479	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from HT1080 (ENCLB612QVN)	line: HT1080,biomaterial_type: immortalized cell line,description: An immortalized fibrosarcoma cell line of the connective tissue from a 35 year old male.,biosample encode accession: ENCBS798NML (SAMN04284479),age: 35 year,dev stage: adult,Sex: male,health state: fibrosarcoma,lab: Thomas Gingeras, CSHL,subcellular fraction term name: nucleus,link: ENCBS798NML at ENCODE; https://www.encodeproject.org/ENCBS798NML/,link: Derived from ENCODE donor ENCDO033CRF; https://www.encodeproject.org/ENCDO033CRF/,link: ENCODE dbxrefs Cellosaurus CVCL_0317; http://web.expasy.org/cellosaurus/CVCL_0317,link: ATCC sample source; http://www.atcc.org/products/all/CCL-121.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/ca99baec-19b5-48ad-ae3a-e4b9fcd718a3/@@download/attachment/294148.pdf	0	80895141
GSM2343886	GSE88379	SAMN05897134	encdo451rua	TRUE	TRUE	TRUE	small RNA-seq from spleen (ENCLB451RLT)	tissue_type: spleen,biomaterial_type: tissue,description: Spleen tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS379XNT (SAMN05897134),age: 54 year,dev stage: adult,donor_id: ENCDO451RUA,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS379XNT at ENCODE; https://www.encodeproject.org/ENCBS379XNT/,link: Derived from ENCODE donor ENCDO451RUA; https://www.encodeproject.org/ENCDO451RUA/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/2b7e0715-ae70-4a42-b11c-e309471183b4/@@download/attachment/LID296621.pdf	0	16176531
GSM2344317	GSE88634	SAMN05896984	encdo793lxb	TRUE	TRUE	TRUE	total RNA-seq from spleen (ENCLB088AOF)	tissue_type: spleen,biomaterial_type: tissue,description: Spleen tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS213OJV (SAMN05896984),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS213OJV at ENCODE; https://www.encodeproject.org/ENCBS213OJV/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/cac03959-192d-4043-9a9c-2e1a479dc9b3/@@download/attachment/296575.pdf	0	24426324
GSM2344291	GSE88619	SAMN05896986	encdo271ouw	TRUE	TRUE	TRUE	small RNA-seq from sigmoid colon (ENCLB877OYA)	tissue_type: sigmoid colon,biomaterial_type: tissue,description: Sigmoid colon tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS214FDP (SAMN05896986),age: 51 year,dev stage: adult,donor_id: ENCDO271OUW,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS214FDP at ENCODE; https://www.encodeproject.org/ENCBS214FDP/,link: Derived from ENCODE donor ENCDO271OUW; https://www.encodeproject.org/ENCDO271OUW/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/0dfbb040-8d7a-44da-a8c0-9a5b471915fe/@@download/attachment/LID296506.pdf	0	11666434
