study_id,caso,meccanismo,motivo
GSE171358,A,lo studio entra o esce dal pooling,USCITO verso CHEBI:72317 benche' l'etichetta dica «ACHN cells treated with Dasatinib» vs «Untreated ACHN cells»: coppia pulita di dasatinib tolta da questo gruppo.
GSE171611,C,lo studio entra o esce dal pooling,"ENTRATO. Confronto appaiato sulla linea e difendibile, ma il riferimento non fornisce etichetta: non posso stabilire se la vecchia esclusione fosse giustificata."
GSE171750,B,lo studio entra o esce dal pooling,"ENTRATO con ""A549 + IL4"" vs ""A549 + untreated"", confronto appaiato sulla stessa linea che il riferimento non poolava."
GSE171952,C,l appaiamento del braccio di controllo cambia,"Tre confronti ora contro due, tutti appaiati per tipo cellulare e passaggio (P33, P330, P299); il controllo passa da 'Control_vehicle' a 'Vehicle'. Il nuovo copre di piu', entrambe difendibili."
GSE172032,C,cambia la granularita: etichetta piu ricca o piu povera,"Riferimento 'Gastric cancer tissue' contro 'Matched adjacent normal tissue'; ora le stesse due schiere di tre campioni con i codici dei rappresentanti ('donor 6' contro 'donor 1'). L'assegnazione e' la stessa, cambia solo il dettaglio stampato: l'etichetta non permette di dire che una delle due sia sbagliata."
GSE172094,C,solo la formulazione dell etichetta cambia,"Ora 'LNCaP + R1881' vs 'LNCaP + ETOH'; prima 'LNCaP + R1881 (0.1 nM) + control siRNA' vs 'LNCaP + control siRNA + ETOH'. Il siRNA di controllo sta su entrambi i bracci in entrambe le versioni: stesso contrasto, il nuovo e' meno esplicito."
GSE172442,B,l appaiamento del braccio di controllo cambia,"Il riferimento poolava tre righe, ora sono quattro e includono anche 'AMO1 + YKL-5-124 (1000 nM)' vs 'AMO1 + DMSO'. Tutte e quattro appaiano la linea con se stessa: un contrasto in piu' senza difetti in piu'."
GSE172443,B,l appaiamento del braccio di controllo cambia,"Il riferimento aveva un solo confronto ('XG1 cells treated with YKL-5-124 at 1000 nM' vs 'XG1 cells treated with DMSO'); ora ce ne sono tre, tutti appaiati per linea. Il nuovo recupera bracci che il vecchio lasciava fuori — con l'avvertenza che sono gli stessi bracci gia' presenti nell'accessione gemella GSE172442."
GSE172494,B,l appaiamento del braccio di controllo cambia,"Il riferimento poolava solo la coppia MDA-MB-468; ora c'e' anche 'MDA-MB-231 cells treated with 20 mM Nicotinamide for 48 hours' contro 'MDA-MB-231 cells untreated', appaiata per linea e sull'entita'. Il nuovo run aggiunge un confronto pulito che il vecchio non aveva."
GSE172544,B,lo studio entra o esce dal pooling,"Uscito, e giustamente: era 'MSK-SRF001 treated with GSK2869552, EPZ5676, NMDA, Bay K 8644' vs 'MSK-SRF001 treated with DMSO', quattro agenti sul solo trattato. Quel confronto non isolava EPZ5676."
GSE173160,C,solo la formulazione dell etichetta cambia,«PCOS» vs «Control» contro «PCOS» vs «Normal»: stesso contrasto.
GSE173201,B,altro,"Si aggiunge ""A2780cis cells treated with cisplatin"" vs ""A2780cis cells treated with vehicle control"": la linea resistente e' confrontata col proprio veicolo, non con la parentale. Confronto pulito recuperato."
GSE173483,C,solo la formulazione dell etichetta cambia,"Stessi due contrasti (U2OS wild-type e RFX7-/-), ciascuno col proprio DMSO; sola riscrittura."
GSE173670,C,solo la formulazione dell etichetta cambia,Sola riformulazione del controllo: 'Healthy Control' contro 'Healthy Control 1'.
GSE173735,A,lo studio entra o esce dal pooling,USCITO verso nessuna meta-analisi. Nel riferimento 'NASH' contro 'Healthy': contrasto pulito e sull'entita'. Contributo corretto perso.
GSE173789,C,solo la formulazione dell etichetta cambia,Sola riscrittura; tipo cellulare (CD19+ B) appaiato in entrambe le esecuzioni.
GSE173807,C,solo la formulazione dell etichetta cambia,Sola riscrittura ('Neutrophils treated with LPS' contro 'LPS-treated neutrophils').
GSE174244,A,lo studio entra o esce dal pooling,"Uscito. 'IFNg' → 'Control', nessun difetto leggibile; ora non poolato: potenza persa."
GSE174490,C,solo la formulazione dell etichetta cambia,"'Normal human cardiac fibroblasts treated with TGFBeta' contro 'Untreated normal human cardiac fibroblasts' ora, 'TGFBeta' contro 'Untreated' nel riferimento: stesso contrasto, il nuovo e' solo piu' esplicito."
GSE174618,C,altro,Il riferimento aveva anche 'DHT 10nm 1hr'; tutti i bracci contro lo stesso 'Vehicle Control (EtOH)' in entrambi i run. Differenza di potenza.
GSE174745,B,lo studio entra o esce dal pooling,"ENTRATO: 'Dopaminergic Neuron, SARS-CoV-2' vs 'Dopaminergic Neuron, Control', appaiato per tipo cellulare."
GSE175436,C,solo la formulazione dell etichetta cambia,"Sola riformulazione: ora 'PDAC case' vs 'Healthy control', prima 'PDAC patients' vs 'Healthy controls'. In nessuna delle due versioni il materiale e' dichiarato."
GSE175615,A,lo studio entra o esce dal pooling,"USCITO da ogni pooling; era '5-Azacytidine Treated' contro 'Untreated Control', appaiato."
GSE175757,B,lo studio entra o esce dal pooling,"ENTRATO. 'Kasumi1 unmodified ATRA' contro 'Kasumi1 unmodified untreated': linea e stato genetico identici sui due bracci, entita' giusta. Il riferimento non lo poolava affatto."
GSE175867,C,altro,"'DAC 10 µM' contro 'DMSO' in entrambi i run: identici, cambia la spaziatura."
GSE175988,A,lo studio entra o esce dal pooling,USCITO: 'Diabetic Unstimulated' vs 'Healthy Unstimulated' era appaiata sullo stato di stimolazione; ora non e' poolata.
GSE176123,A,lo studio entra o esce dal pooling,Uscito. Nel riferimento coppie appaiate anche nel tempo (40 minuti e 10 ore su entrambi i lati): perdita netta.
GSE176324,C,l appaiamento del braccio di controllo cambia,"Ora un solo confronto ('donor 2' contro il proprio DMSO), prima due donatori ciascuno appaiato col proprio DMSO. Entrambe corrette; il nuovo perde un donatore."
GSE178374,C,l appaiamento del braccio di controllo cambia,"Il riferimento aveva anche il braccio 3D ('3D-cultured dermal papilla cells treated with DHT' contro '3D-cultured dermal papilla cells'), appaiato come il 2D: solo potenza."
GSE178518,A,lo studio entra o esce dal pooling,"USCITO verso nessuna meta-analisi. Nel riferimento 'Vehicle A + TGFb' contro 'Vehicle A': veicolo identico sui due bracci, contrasto pulito. Perdita."
GSE178702,B,lo studio entra o esce dal pooling,ENTRATO con appaiamento pulito sulla stessa linea (`HaCaT calcitriol` → `HaCaT untreated`).
GSE178714,C,l appaiamento del braccio di controllo cambia,"Entrambi i run appaiano wild-type con wild-type e KO con KO. Il riferimento dichiarava il tempo su entrambi i lati del braccio KO (1h contro 1h), ora il controllo KO non dichiara il tempo: meno verificabile, non contraddetto."
GSE178807,A,lo studio entra o esce dal pooling,"USCITO verso nessuna meta-analisi. Nel riferimento 'COPD Bronchial Epithelium (Donor 1)' contro 'Normal Bronchial Epithelium': stesso materiale sui due bracci, entita' giusta. Contributo corretto perso."
GSE178883,C,solo la formulazione dell etichetta cambia,Solo formulazione (`PMA 100 nM` → `Control medium` contro `PMA-treated` → `Control (control medium)`): stesso contrasto.
GSE178901,C,il tempo o la dose vengono dichiarati o persi,Le due esecuzioni differiscono solo per la dose scritta nel trattato ('Human IFNβ 100 U/mL 24h' contro 'Human IFNβ 24h').
GSE179347,A,l appaiamento del braccio di controllo cambia,"Il riferimento poolava anche ""HMCL-7304 ISOPRENALINE"" vs ""HMCL-7304 CONTROL (EMPTY EMEM MEDIUM)"", appaiato sulla stessa linea: il nuovo lo perde e resta con un solo confronto."
GSE179354,A,lo studio entra o esce dal pooling,"Uscito. 'IFNg' → 'Control', nessun difetto leggibile; ora non poolato: potenza persa."
GSE179420,A,lo studio entra o esce dal pooling,"ENTRATO portando i due confronti difettosi ""IL4 + Compound treated"" vs ""untreated"": il riferimento, non poolandolo, non aveva questo difetto."
GSE179609,C,l appaiamento del braccio di controllo cambia,"Cinque confronti ora, tutti appaiati per sottopopolazione ('CD8_EM2_CMV' vs 'CD8_EM2'); nel riferimento uno solo, anch'esso appaiato ('Naive CD8+ T Cells Exposed to CMV' vs 'Naive CD8+ T Cells Control'). Le due esecuzioni leggono in modo diverso il tag CMV (esposizione contro stato della sottopopolazione) e l'etichetta sorgente non basta a scegliere: e' proprio il caso C."
GSE180067,C,altro,"Il controllo passa da ""A549 untreated"" a ""A549 negative control"": entrambi controlli non trattati della stessa linea, l'etichetta non permette di preferirne uno."
GSE180146,C,l appaiamento del braccio di controllo cambia,"Ora solo il braccio 48h contro il mock, prima anche il 24h contro lo stesso mock. Entrambi appaiati; il nuovo perde un punto temporale e con esso una duplicazione del controllo."
GSE180233,A,lo studio entra o esce dal pooling,USCITO: 'Healthy Donor 1 - GSKJ4' vs 'Healthy Donor 1 - Untreated' era appaiata per donatore; ora non e' poolata.
GSE180467,A,lo studio entra o esce dal pooling,"Uscito. Nel riferimento il donatore era tenuto costante (""HYP + DC (Donor A)"" contro ""NRX + DC (Donor A)""): era uno degli appaiamenti migliori del gruppo."
GSE180760,C,solo la formulazione dell etichetta cambia,Sola riscrittura ('MS DCs' vs 'Healthy DCs' contro 'MS Monocyte derived dendritic cells' vs l'omologo sano).
GSE180881,A,il tempo o la dose vengono dichiarati o persi,"Il riferimento aveva tre coppie pulite (ECFC 24h, ECFC 4h, HUVEC 4h, ciascuna contro il proprio ""Media only"" allo stesso tempo); ora ne resta una."
GSE181003,A,altro,"Il riferimento aveva due coppie pulite (MOLM-13 e OCIAML2, ciascuna col proprio DMSO); ora resta solo MOLM-13: perdita netta."
GSE181029,B,il tempo o la dose vengono dichiarati o persi,"Con CORREZIONE. Dei tre confronti caduti, due erano asimmetrici (il controllo porta 'terminally differentiated', il trattato no) e la loro perdita e' un guadagno; il terzo ('Neurons presumably dopaminergic, PD patient' contro 'Neurons presumably dopaminergic, healthy control') era simmetrico ed e' una perdita per omissione. Netto positivo, ma non e' il B pieno che il lettore aveva scritto."
GSE181229,C,altro,"Un confronto in entrambe, stessa sostanza con etichetta abbreviata ('MDA-PCa-2b + IL-1 alpha (3 days)' contro '... (25 ng/ml) for 3 days'), controllo identico."
GSE181238,A,lo studio entra o esce dal pooling,"USCITO: era 'SARS-CoV-2-infected Term placenta' vs 'Mock-treated Term placenta', appaiato. Perso."
GSE181586,A,lo studio entra o esce dal pooling,"USCITO da ogni pooling; era 'MOLM14 gilteritinib' contro 'MOLM14 DMSO', appaiato sulla linea: il nuovo perde un confronto valido in un gruppo che ha solo tre studi."
GSE182180,B,lo studio entra o esce dal pooling,Entrato: nel riferimento non era poolato. 'Pituitary Tumors' vs 'Normal Pituitary Tissues' e' un caso-controllo pulito e sullo stesso tessuto.
GSE182278,A,lo studio entra o esce dal pooling,"USCITO: nel riferimento portava `LAPC-4 cells treated with Enzalutamide` → `LAPC-4 cells with Vehicle Control (None)`, appaiato; ora non e' poolato da nessuna parte. Perdita di un membro pulito."
GSE182350,B,l appaiamento del braccio di controllo cambia,Il nuovo aggiunge 'Hemin Day 16' vs 'Control Day 16' accanto a 'Hemin Day 15' vs 'Control Day 15': il confronto aggiunto e' appaiato per giorno.
GSE182875,C,l appaiamento del braccio di controllo cambia,'Schizophrenia Neural Progenitor Cells' vs 'Control Neural Progenitor Cells' contro la versione col suffisso '353' del riferimento: identico appaiamento per tipo cellulare.
GSE182923,A,l appaiamento del braccio di controllo cambia,"Il riferimento poolava due confronti distinti dello stesso studio: 'Diabetic Female' vs 'Healthy Control Female' (sotto la chiave del diabete, dove sta anche oggi) e 'Healthy Smoker Female' vs 'Healthy Control Female' in questo gruppo, appaiato per sesso e per stato di salute. Nel run nuovo resta solo il braccio diabetico, su campioni suoi; i campioni fumatori non sono piu' poolati. Il nuovo perde un contrasto pulito."
GSE182955,A,lo studio entra o esce dal pooling,"USCITO. ""IL-4 stimulated bronchial epithelial cells"" vs ""Untreated bronchial epithelial cells"": stesso materiale sui due bracci, confronto pulito perso."
GSE183062,B,lo studio entra o esce dal pooling,"ENTRATO con 'B-ALL cell line, >96% European, Methotrexate' contro '... no treatment': stessa linea e stessa annotazione sui due bracci."
GSE183487,C,il tempo o la dose vengono dichiarati o persi,"Stessa coppia col separatore diverso: ""Karpas422_EPZ6438"" vs ""Karpas422_DMSO"" contro ""Karpas422 + EPZ6438"" vs ""Karpas422 + DMSO""."
GSE183777,C,lo studio entra o esce dal pooling,"Uscito. Nel riferimento ""Human bladder carcinoma + GSK126"" contro ""RT112 + DMSO"": il trattato e' descritto genericamente e il controllo per linea, quindi l'etichetta non dice se sia la stessa linea e non si puo' stabilire se toglierlo sia guadagno o perdita."
GSE183850,A,lo studio entra o esce dal pooling,"USCITO: erano 'Heart Failure SARS-CoV-2' vs 'Heart Failure Mock' e 'Healthy SARS-CoV-2' vs 'Healthy Mock', stato clinico costante sui due bracci. Persi."
GSE183947,C,solo la formulazione dell etichetta cambia,Stesso contrasto 'Breast Tumor' contro 'Normal Breast Tissue'; nel riferimento il controllo specificava il donatore.
GSE183999,A,lo studio entra o esce dal pooling,"USCITO: era 'SARS-CoV-2 + siRNA against non-targeting control' vs 'Mock + siRNA against non-targeting control', siRNA di controllo su entrambi i bracci. Perso."
GSE184029,B,altro,"Il nuovo aggiunge 'CAPAN-2 + Carfilzomib (rep)' vs 'CAPAN-2 + DMSO (rep)', che il riferimento non poolava: linea identica sui due bracci."
GSE184102,C,altro,"'Schizophrenia Case 1' vs 'Control 1' ora, vs 'Healthy Control' prima: entrambe leggono caso contro controllo non malato."
GSE184156,C,lo studio entra o esce dal pooling,"USCITO da qui: era 'MCF7-ESR1Y537S + 4-hydroxytamoxifen' vs 'MCF7-ESR1Y537S + Vehicle' (appaiato per genotipo) e ora lo studio sta sotto CHEBI:31638 e CHEBI:85993. E' uno studio a piu' bracci di composti sullo stesso veicolo: il materiale non mostra QUALI confronti stiano ora sotto le altre chiavi, quindi non e' decidibile se il nuovo abbia risolto un braccio diverso (corretto) o lo stesso braccio sotto l'entita' sbagliata. Resta il fatto che un braccio 4-OHT pulito non e' piu' poolato qui."
GSE184336,A,lo studio entra o esce dal pooling,"USCITO. Nel riferimento 'Gastric Cancer Tissue (Stage IIA)' contro 'Normal Gastric Tissue (Stage IIA)', bracci appaiati anche per stadio: perdita per omissione."
GSE184427,A,l appaiamento del braccio di controllo cambia,"Il nuovo produce l'incrocio 147-contro-73; nel riferimento c'erano tre coppie tutte appaiate sullo stesso modello (147→147, 78→78, 81→81). Qui il vecchio azzeccava."
GSE184455,A,lo studio entra o esce dal pooling,"USCITO: portava `HCC38 treated with Enzalutamide` → `HCC38 treated with Vehicle (DMSO)`, appaiato; ora non e' poolato in nessuna meta-analisi."
GSE184891,C,l appaiamento del braccio di controllo cambia,"Il riferimento poolava un solo braccio (OCI-AML3 4 giorni), il nuovo ne poola cinque, tutti contro il non-trattato della propria linea: guadagno di potenza con lo stesso identico appaiamento, ma anche moltiplicazione dello stesso controllo condiviso."
GSE185064,C,altro,"Stessa coppia, il nuovo la scrive per esteso: ""Human primary meniscus cells from osteoarthritis patients"" vs ""Healthy human primary meniscus cells"" contro ""OA"" vs ""Healthy"". Nessuna differenza di contrasto."
GSE185309,C,altro,"Il controllo perde la precisazione ""(no treatment)"" ma resta ""Healthy control keratinocytes"": differenza di sola scrittura, il contrasto e' identico."
GSE185373,B,lo studio entra o esce dal pooling,"ENTRATO con ""Pladienolide B 8 hours"" vs ""DMSO 8 hours"": tempo appaiato sui due bracci."
GSE186054,C,solo la formulazione dell etichetta cambia,Stesso contrasto; cambia solo la forma ('Sepsis patients' vs 'Healthy controls' diventa 'Sepsis' vs 'Healthy').
